128,first space tourist,https://en.wikipedia.org/wiki/Dennis_Tito
252,earliest-born human in space,https://en.wikipedia.org/wiki/Georgy_Beregovoy
437,living in space,https://en.wikipedia.org/wiki/Valeri_Polyakov
879,walking in space,https://en.wikipedia.org/wiki/Gennady_Padalka
1671,"It is I, Seagull!",https://en.wikipedia.org/wiki/Valentina_Tereshkova
6021,walking in space,https://en.wikipedia.org/wiki/Peggy_Whitson
9009,a spy satellite,https://en.wikipedia.org/wiki/Discoverer_14
34773,exploring Venus,https://en.wikipedia.org/wiki/Mariner_2
39897,a quick dress rehearsal,https://en.wikipedia.org/wiki/Apollo_10
40000,Hello from the children of Planet Earth,https://en.wikipedia.org/wiki/Voyager_Golden_Record
113800,a failure,https://en.wikipedia.org/wiki/Pioneer_1
124000,Under Saturn's Rings,https://en.wikipedia.org/wiki/Voyager_1
132252,encountering Jupiter,https://en.wikipedia.org/wiki/Pioneer_10
171000,The Big Red Lie,https://en.wikipedia.org/wiki/Luna_1
220000,size does matter,https://en.wikipedia.org/wiki/SpaceX_Starship
256620,the far side of the Moon,https://en.wikipedia.org/wiki/Luna_3
400171,To the Moon and Back,https://en.wikipedia.org/wiki/Apollo_13
690000,the fastest object ever built,https://en.wikipedia.org/wiki/Parker_Solar_Probe
955000,dirtiest man-made object in space,https://en.wikipedia.org/wiki/Falcon_Heavy
977000,"Up, Up and Away",https://en.wikipedia.org/wiki/S-II
